LOG NAME (Change THESE),PUT SP (kpa),PUT (kpa),Exh Flow Factor (),Intake Flow Fact (),Pedal Pos (%),WG Pos Final (%),Valve Lift Pos (),Engine Speed (rpm),DV Position (%),Boost (psi),PUT Inhibit  (),WG Pos Base (%),Ambient Press (kpa),WG Flow Des (kg/hr)
Variable NAME,PUTSP,PUT,EFF,IFF,Pedal,WG_Final,VVL,RPM,DV,BOOST,I_INH,WG_Base,AMP,WGF
