0,0.25,0.35,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.9,1.05,1.2,1.35,1.5,1.8
0,0.15,0.3,0.45,0.6,0.75,0.9,1.05,1.35,1.7,,,,,,
