LOG NAME (Change THESE),PUTSP_kPa_,PUT_kPa_ ,ExhFlowFac__, IntFlowFac__,PedalPos___,WGPosFinal___,ValveLiftPos__,EngineSpeed_rpm_,DVPosition___,Boost_psi_,PUTIInhibit__,WGPosBase___
Variable NAME,PUT,PUTSP,EFF,IFF,Pedal,WG_Final,VVL,RPM,DV,BOOST,I_INH,WG_Base
